DB_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,DISTINCT_VALUES,DESCRIPTION
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_REVENUE,FLOAT,"705211205.0, 76730974.0, 40285471.0, 24205213.0","The ""SHIPMENT_REVENUE"" column likely represents the total income generated from the delivery of technology solutions to customers."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,REVENUE_PERCENTILE,FLOAT,"100.0, 96.6, 93.1, 89.7","The column ""REVENUE_PERCENTILE"" likely represents the ranking position of a company's revenue compared to others, expressed as a percentile, indicating its relative performance within a specific dataset or market."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_SEGMENTS,NUMBER,"12, 4, 5, 3","The ""UNIQUE_SEGMENTS"" column likely represents distinct categories or groups within the data, each identified as a separate segment."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SALES_REP_NETWORK_RANK,NUMBER,"1, 6, 5, 10","The column ""SALES_REP_NETWORK_RANK"" likely represents the ranking or position of a sales representative within a network based on their performance or sales metrics."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,PARTNER_TYPE,TEXT,"Independent Partner, Corporate Partner","The ""PARTNER_TYPE"" column likely represents the category or classification of a business partner, indicating the nature of their relationship or role within the technology solutions ecosystem."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_COUNT,NUMBER,"0, 290, 104, 78","The column ""OPEN_ORDER_COUNT"" likely represents the number of customer orders that are currently active and have not yet been fulfilled or completed."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_MARGIN_AMOUNT,FLOAT,"120300608.64, 29179460.64, 22050991.33, 7947837.7","The column ""TOTAL_MARGIN_AMOUNT"" likely represents the total profit amount earned from sales after subtracting the cost of goods sold."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_COST,FLOAT,"584910596.36, 53127044.95, 19769734.36, 16257375.3","The column ""SHIPMENT_COST"" likely represents the monetary expense incurred for transporting goods or products."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_REVENUE,FLOAT,"0.0, 8109491.9, 3120113.0, 1590537.0","The column ""OPEN_ORDER_REVENUE"" likely represents the total revenue expected from customer orders that have been placed but not yet fulfilled or completed."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_COST,FLOAT,"0.0, 2533960.31, 1584858.31, 1300973.5","The column ""OPEN_ORDER_COST"" likely represents the total monetary value of all customer orders that have been placed but not yet fulfilled or completed."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,AVG_REVENUE_PER_TRANSACTION,FLOAT,"93566.57, 37341.75, 26564.0, 46017.52","The column ""AVG_REVENUE_PER_TRANSACTION"" likely represents the average amount of revenue generated from each individual transaction."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_QUANTITY,FLOAT,"5253821.0, 684149.0, 744750.0, 1381146.0","The column ""TOTAL_QUANTITY"" likely represents the overall number of units or items involved in a particular transaction or order within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,LATEST_TRANSACTION_DATE,TIMESTAMP_NTZ,"2025-05-30 00:00:00, 2025-07-11 00:00:00, 2025-07-10 00:00:00, 2025-05-20 00:00:00","The ""LATEST_TRANSACTION_DATE"" column likely represents the most recent date on which a transaction occurred within the system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,AVG_MARGIN_PER_TRANSACTION,FLOAT,"15961.34, 12843.07, 13495.1, 15109.96","The column ""AVG_MARGIN_PER_TRANSACTION"" likely represents the average profit margin earned on each individual transaction."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,PERFORMANCE_TIER,TEXT,"Top Tier, High Performer","The ""PERFORMANCE_TIER"" column likely represents the classification or level of performance capability assigned to a specific technology solution or product."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARGIN_PERCENTAGE_RANK,NUMBER,"30, 16, 5, 21","The column ""MARGIN_PERCENTAGE_RANK"" likely represents the relative ranking of a product or solution's profit margin percentage compared to others within a specific dataset or category."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARGIN_RANK,NUMBER,"1, 2, 3, 5","The ""MARGIN_RANK"" column likely represents the relative ranking of products or solutions based on their profit margins, indicating their profitability compared to others."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_PRODUCT_LINES,NUMBER,"3, 2, 4","The ""UNIQUE_PRODUCT_LINES"" column likely represents the distinct categories or types of technology solutions offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARKET_SHARE_PERCENTAGE,FLOAT,"68.83, 8.28, 4.24, 2.36","The ""MARKET_SHARE_PERCENTAGE"" column likely represents the proportion of total sales or presence that a company's products or services hold within the overall market, expressed as a percentage."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_COMMODITIES,NUMBER,"22, 8, 16, 10","The column ""UNIQUE_COMMODITIES"" likely represents a list or count of distinct technology products or components offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OVERALL_MARGIN_PERCENTAGE,FLOAT,"17.06, 34.39, 50.8, 32.84","The ""OVERALL_MARGIN_PERCENTAGE"" column likely represents the percentage difference between the total revenue and total costs, indicating the overall profitability of the technology solutions offered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_COST_TO_COMPANY,FLOAT,"584910596.36, 55661005.26, 21354592.67, 16257375.3","The column ""TOTAL_COST_TO_COMPANY"" likely represents the overall expenses incurred by the company for employing an individual, including salary, benefits, and other related costs."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,2025-07-14 20:31:40.913000+00:00,"The ""REPORT_GENERATED_DATE"" column likely represents the date on which a specific report was created or produced."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TRANSACTION_COUNT_RANK,NUMBER,"1, 2, 3, 9","The column ""TRANSACTION_COUNT_RANK"" likely represents the position or order of a transaction based on the frequency or number of transactions, ranking them from highest to lowest or vice versa."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,PRODUCT_LINE__C,TEXT,FLASH,"The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology solutions, such as high-performance computing, memory solutions, or LED solutions, that a particular product belongs to."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,FISCAL_QUARTER,TEXT,"2025-Q4, 2026-Q1","The column ""FISCAL_QUARTER"" likely represents the specific three-month period within a company's financial year during which business activities and financial performance are tracked and reported."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_DAY_OF_WEEK,NUMBER,0,"The column ""BOOKING_DAY_OF_WEEK"" likely represents the specific day of the week on which a booking was made."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,TRANSACTION_NAME,TEXT,"0003781975-000010, 0003781977-000010, 0003781974-000010, 0003781976-000010","The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DIVISION,TEXT,80,"The ""DIVISION"" column likely represents the specific business unit or sector within the company that is responsible for a particular technology solution or service."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,MANUFACTURING_REP,TEXT,House Account,"The column ""MANUFACTURING_REP"" likely represents the name or identifier of the representative responsible for overseeing or managing the manufacturing process within the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,CUSTOMER_PART_NUMBER,TEXT,00VN659,"The column ""CUSTOMER_PART_NUMBER"" likely represents a unique identifier assigned by the customer to a specific product or component for tracking and reference purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SHIP_TO_CITY,TEXT,,"The column ""SHIP_TO_CITY"" likely represents the name of the city where the products or solutions are to be delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,UNIT_PRICE__C,FLOAT,26.75,"The column ""UNIT_PRICE__C"" likely represents the cost of a single unit of a product or service offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SHIPPED_DATE,TIMESTAMP_NTZ,,"The ""SHIPPED_DATE"" column likely represents the date on which a product or order was dispatched or sent out for delivery."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,FIRST_NAME,TEXT,Bryan,"The ""FIRST_NAME"" column likely represents the given name of an individual, typically used to identify a person in a database."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DEPARTMENT,TEXT,,"The ""DEPARTMENT"" column likely represents the specific division or unit within the organization responsible for a particular function or set of tasks."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,YEAR_MONTH,TEXT,2025-07,"The column ""YEAR_MONTH"" likely represents a specific month and year in a combined format, used to track or categorize data by time periods."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SHIP_TO_COUNTRY,TEXT,RO,"The ""SHIP_TO_COUNTRY"" column likely represents the destination country to which products or solutions are being shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,TIME_PERIOD_FLAG,TEXT,YTD,"The column ""TIME_PERIOD_FLAG"" likely indicates a specific time frame or interval classification used for categorizing or filtering data within the technology solutions context."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,COST_TO_COMPANY,FLOAT,"3945.0, 2367.0, 1578.0","The ""COST_TO_COMPANY"" column likely represents the total expenses incurred by the company for employing an individual, including salary, benefits, and other related costs."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,REVENUE_STAGE,TEXT,PIPELINE_UNCOMMITTED,"The ""REVENUE_STAGE"" column likely represents the current phase or status of revenue generation within a sales or business process."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,PURCHASE_ORDER,TEXT,"4504586595, 4504586597, 4504586594, 4504586596","The ""PURCHASE_ORDER"" column likely represents a unique identifier or reference number for a specific order placed by a customer to purchase technology solutions or products."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,RECORD_CREATED_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,"The ""RECORD_CREATED_DATE"" column likely represents the date on which a particular record was initially created in the database."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,END_CUSTOMER__C,TEXT,0016g00000MdHIFAA3,"The column ""END_CUSTOMER__C"" likely represents the final recipient or user of the technology solutions provided by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,EMAIL,TEXT,bryan.heinze@smartm.com,The EMAIL column likely represents the email address of a contact or user associated with the technology solutions provided by the company.
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SALES_REP,TEXT,Bryan Heinze,"The column ""SALES_REP"" likely represents the name or identifier of the sales representative responsible for managing client relationships and facilitating sales transactions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_QUARTER,NUMBER,3,"The ""BOOKING_QUARTER"" column likely represents the specific quarter of the year in which a booking or transaction was made."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,YEAR_QUARTER,TEXT,2025-Q3,"The ""YEAR_QUARTER"" column likely represents the specific year and quarter (e.g., Q1, Q2, Q3, Q4) within that year for tracking or reporting purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_STATUS,TEXT,UNCOMMITTED,"The ""BOOKING_STATUS"" column likely represents the current state or progress of a reservation or order within the technology solutions services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,2025-07-14 20:31:43.743000+00:00,"The ""REPORT_GENERATED_DATE"" column likely represents the date on which a specific report was created or produced."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,REGION,TEXT,NA,"The ""REGION"" column likely represents the geographical area or location where a particular technology solution or service is provided or utilized."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,MARGIN_PERCENTAGE,FLOAT,41.00934579439252,"The ""MARGIN_PERCENTAGE"" column likely represents the percentage of profit margin calculated as the difference between the selling price and the cost price, expressed as a percentage of the selling price."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DW_CREATED_DATE,TIMESTAMP_LTZ,2025-07-14 17:43:33.856000+00:00,"The column ""DW_CREATED_DATE"" likely represents the date on which a record was created in the data warehouse system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,MATERIAL_NUMBER,TEXT,SVM2S46032GNTIE1IM,"The ""MATERIAL_NUMBER"" column likely represents a unique identifier assigned to each specific product or component within the company's range of technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,ORDER_TO_SHIP_DAYS,NUMBER,"38, 59, 31, 45","The ""ORDER_TO_SHIP_DAYS"" column likely represents the number of days it takes for an order to be shipped after it has been placed."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,QUANTITY,FLOAT,"250.0, 150.0, 100.0","The ""QUANTITY"" column likely represents the number of units of a product or component available, ordered, or used in a particular transaction or inventory record."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,LAST_NAME,TEXT,Heinze,"The ""LAST_NAME"" column likely represents the surname or family name of an individual, such as a customer, employee, or contact, within the organization's database."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DW_UPDATED_DATE,TIMESTAMP_LTZ,2025-07-14 17:43:33.856000+00:00,"The column ""DW_UPDATED_DATE"" likely represents the date on which the data warehouse record was last updated."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_MONTH,NUMBER,7,"The column ""BOOKING_MONTH"" likely represents the month in which a booking or order was made within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,CUSTOMER_NAME__C,TEXT,CELESTICA ROMANIA  S.R.L. (4500),"The column ""CUSTOMER_NAME__C"" likely represents the name of a customer associated with the technology solutions provided by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,UNIT_COST__C,FLOAT,15.78,"The column ""UNIT_COST__C"" likely represents the cost incurred by the company for each individual unit of a product or component."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,MARGIN_AMOUNT,FLOAT,"2742.5, 1645.5, 1097.0","The column ""MARGIN_AMOUNT"" likely represents the monetary difference between the cost and selling price of a product or service, indicating the profit earned."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SHIP_TO_REGION,TEXT,99,"The column ""SHIP_TO_REGION"" likely represents the geographical region or area where products or solutions are being delivered or shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SALES_ORDER_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,"The column ""SALES_ORDER_DATE"" likely represents the date on which a sales order was placed or recorded."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SALES_ORDER_LINE,TEXT,000010,"The column ""SALES_ORDER_LINE"" likely represents the individual item or product line details within a customer's sales order."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,COMMODITY__C,TEXT,M.2,"The column ""COMMODITY__C"" likely represents the type or category of technology solution, such as high-performance computing, memory solutions, or LED solutions, offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BUSINESS_UNIT__C,TEXT,,"The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company that is responsible for a particular set of technology solutions or services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,The BOOKING_DATE column likely represents the date on which a technology solution or service was reserved or scheduled.
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,FULFILLMENT_STATUS,TEXT,OPEN,"The ""FULFILLMENT_STATUS"" column likely represents the current stage or condition of an order or request in the process of being completed or delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,PURCHASE_ORDER_ITEM,TEXT,,"The column ""PURCHASE_ORDER_ITEM"" likely represents a specific line item or entry within a purchase order, detailing an individual product or service being ordered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DAY_OF_WEEK_NAME,TEXT,,"The column ""DAY_OF_WEEK_NAME"" likely represents the name of the day (e.g., Monday, Tuesday) corresponding to a specific date."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,TITLE,TEXT,,"The ""TITLE"" column likely represents the job title or designation of an individual within the organization or project."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_TYPE,TEXT,OPEN_ORDER,"The ""BOOKING_TYPE"" column likely represents the category or method by which a service or product reservation is made within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SEGMENT__C,TEXT,Asia OEM Flash,"The column ""SEGMENT__C"" likely represents the specific market or customer segment that a product or service is targeted towards within the technology solutions offered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_YEAR,NUMBER,2025,"The column ""BOOKING_YEAR"" likely represents the year in which a booking or transaction was made within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,TRANSACTION_ID,TEXT,"a0hPg00000v99U3IAI, a0hPg00000v99TvIAI, a0hPg00000v99UDIAY, a0hPg00000v99UAIAY","The column ""TRANSACTION_ID"" likely represents a unique identifier assigned to each transaction within the technology solutions platform."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SALES_ORDER,TEXT,0003781,"The ""SALES_ORDER"" column likely represents the unique identifier or reference number assigned to a customer's purchase request for products or services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,REVENUE_REALIZATION,TEXT,UNREALIZED,"The column ""REVENUE_REALIZATION"" likely represents the amount of revenue that has been recognized or earned by the company from its technology solutions and services within a specific period."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_REVENUE,FLOAT,"6687.5, 4012.5, 2675.0","The column ""BOOKING_REVENUE"" likely represents the total revenue generated from confirmed sales or orders for the company's technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,PLANT__C,TEXT,,"The column ""PLANT__C"" likely represents the specific location or facility where manufacturing or production activities occur within the company's operations."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SHIP_TO_NAME,TEXT,CELESTICA ROMANIA S.R.L. (4500),"The column ""SHIP_TO_NAME"" likely represents the name of the recipient or destination entity to which products or solutions are being shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,OWNERID,TEXT,0056g000005GP3hAAG,"The ""OWNERID"" column likely represents the unique identifier for the individual or entity responsible for or associated with a particular record or asset within the technology solutions context."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,SM_PRODUCT_LINE__C,TEXT,,"The column ""SM_PRODUCT_LINE__C"" likely represents the category or division of technology products, such as computing, memory, or LED solutions, offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,DAY_OF_WEEK_NAME,TEXT,,"The column ""DAY_OF_WEEK_NAME"" likely represents the name of the day corresponding to a specific date, such as ""Monday"" or ""Tuesday."""
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,YEAR_MONTH,TEXT,2025-07,"The ""YEAR_MONTH"" column likely represents a specific month and year, typically used for tracking or analyzing data trends over time within the context of technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_ORDER,TEXT,0003781,"The ""SALES_ORDER"" column likely represents a unique identifier for a customer's purchase request for technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,COST_TO_COMPANY,FLOAT,"3945.0, 2367.0, 1578.0","The column ""COST_TO_COMPANY"" likely represents the total financial expenditure incurred by the company for employing an individual, including salary, benefits, and other related expenses."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_CITY,TEXT,,"The column ""SHIP_TO_CITY"" likely represents the name of the city where products or solutions are to be delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,DW_UPDATED_DATE,TIMESTAMP_LTZ,2025-07-14 17:43:33.856000+00:00,"The column ""DW_UPDATED_DATE"" likely represents the date on which the data warehouse record was last updated."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_YEAR,NUMBER,2025,"The column ""BOOKING_YEAR"" likely represents the year in which a booking or order was made within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,FISCAL_QUARTER,TEXT,"2025-Q4, 2026-Q1","The ""FISCAL_QUARTER"" column likely represents the specific three-month financial reporting period within a company's fiscal year."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,YEAR_QUARTER,TEXT,2025-Q3,"The ""YEAR_QUARTER"" column likely represents the specific year and quarter (e.g., Q1, Q2, Q3, Q4) within that year for tracking or reporting purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_TYPE,TEXT,OPEN_ORDER,"The ""BOOKING_TYPE"" column likely represents the category or method by which a technology solution order or reservation is made, such as online, in-store, or through a sales representative."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_DAY_OF_WEEK,NUMBER,0,"The column ""BOOKING_DAY_OF_WEEK"" likely represents the specific day of the week on which a booking was made."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SM_PRODUCT_LINE__C,TEXT,,"The column ""SM_PRODUCT_LINE__C"" likely represents the specific category or division of products offered by the company, such as high-performance computing, memory solutions, or LED solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,DW_CREATED_DATE,TIMESTAMP_LTZ,2025-07-14 17:43:33.856000+00:00,"The ""DW_CREATED_DATE"" column likely represents the date on which a record was created in the data warehouse."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_FIRST_NAME,TEXT,Bryan,"The column ""SALES_REP_FIRST_NAME"" likely represents the first name of a sales representative involved in the technology solutions sales process."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,COMMODITY__C,TEXT,M.2,"The column ""COMMODITY__C"" likely represents the category or type of technology product or solution being offered, such as high-performance computing, memory solutions, or LED solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,END_CUSTOMER__C,TEXT,0016g00000MdHIFAA3,"The column ""END_CUSTOMER__C"" likely represents the final recipient or user of the technology solutions provided by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PURCHASE_ORDER_ITEM,TEXT,,"The column ""PURCHASE_ORDER_ITEM"" likely represents a specific line item or entry within a purchase order, detailing an individual product or service being ordered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIPPED_DATE,TIMESTAMP_NTZ,,"The ""SHIPPED_DATE"" column likely represents the date on which a product or order was dispatched or sent out for delivery."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,CUSTOMER_NAME__C,TEXT,CELESTICA ROMANIA  S.R.L. (4500),"The column ""CUSTOMER_NAME__C"" likely represents the name of a customer associated with the technology solutions provided by the company."
