db_schema,table_name,column_name,data_type,description,combined_text,distinct_values
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI2_SALES_PERFORMANCE_RANKING,SHIPMENT_MARGIN_AMOUNT,FLOAT,"The column ""SHIPMENT_MARGIN_AMOUNT"" likely represents the monetary difference or profit gained from the cost and selling price of a shipment.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI2_SALES_PERFORMANCE_RANKING
Column: SHIPMENT_MARGIN_AMOUNT
Data Type: FLOAT
Description: The column ""SHIPMENT_MARGIN_AMOUNT"" likely represents the monetary difference or profit gained from the cost and selling price of a shipment.
Distinct Values: -148549524.08999997, 28107733.84, 19400272.39, 106842410.17","-148549524.08999997, 28107733.84, 19400272.39, 106842410.17"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_SALES_REPS_WORKED_WITH,NUMBER,"The column ""UNIQUE_SALES_REPS_WORKED_WITH"" likely represents the number of distinct sales representatives that have collaborated with a particular client or project.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_SALES_REPS_WORKED_WITH
Data Type: NUMBER
Description: The column ""UNIQUE_SALES_REPS_WORKED_WITH"" likely represents the number of distinct sales representatives that have collaborated with a particular client or project.
Distinct Values: 8, 5, 6, 4","8, 5, 6, 4"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_END_CUSTOMERS,NUMBER,"The column ""UNIQUE_END_CUSTOMERS"" likely represents the distinct number of individual or organizational clients who have purchased or utilized the company's technology solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_END_CUSTOMERS
Data Type: NUMBER
Description: The column ""UNIQUE_END_CUSTOMERS"" likely represents the distinct number of individual or organizational clients who have purchased or utilized the company's technology solutions.
Distinct Values: 42, 18, 16, 9","42, 18, 16, 9"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MANUFACTURING_REP,TEXT,"The column ""MANUFACTURING_REP"" likely represents the individual or entity responsible for overseeing or managing the manufacturing process within the technology solutions company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: MANUFACTURING_REP
Data Type: TEXT
Description: The column ""MANUFACTURING_REP"" likely represents the individual or entity responsible for overseeing or managing the manufacturing process within the technology solutions company.
Distinct Values: ISquared - Bay Area, SYNERGY ASSOCIATES INC, CEE-JAY MICROSYSTEMS LTD, BEAR VAI TECHNOLOGY 2.0 LLC","ISquared - Bay Area, SYNERGY ASSOCIATES INC, CEE-JAY MICROSYSTEMS LTD, BEAR VAI TECHNOLOGY 2.0 LLC"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,CUSTOMER_DIVERSITY_RANK,NUMBER,"The ""CUSTOMER_DIVERSITY_RANK"" column likely represents a ranking or score indicating the level of diversity among a company's customer base.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: CUSTOMER_DIVERSITY_RANK
Data Type: NUMBER
Description: The ""CUSTOMER_DIVERSITY_RANK"" column likely represents a ranking or score indicating the level of diversity among a company's customer base.
Distinct Values: 1, 4, 2, 17","1, 4, 2, 17"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_COUNT,NUMBER,"The column ""SHIPMENT_COUNT"" likely represents the total number of shipments processed or completed.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: SHIPMENT_COUNT
Data Type: NUMBER
Description: The column ""SHIPMENT_COUNT"" likely represents the total number of shipments processed or completed.
Distinct Values: 7537, 1982, 1530, 526","7537, 1982, 1530, 526"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_REVENUE,FLOAT,"The column ""TOTAL_REVENUE"" likely represents the total amount of money generated from sales or services provided by the company within a specific period.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TOTAL_REVENUE
Data Type: FLOAT
Description: The column ""TOTAL_REVENUE"" likely represents the total amount of money generated from sales or services provided by the company within a specific period.
Distinct Values: 705211205.0, 84840465.9, 43405584.0, 24205213.0","705211205.0, 84840465.9, 43405584.0, 24205213.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_MARGIN_AMOUNT,FLOAT,"The column ""SHIPMENT_MARGIN_AMOUNT"" likely represents the monetary difference between the cost and selling price of a shipment, indicating the profit earned from that shipment.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: SHIPMENT_MARGIN_AMOUNT
Data Type: FLOAT
Description: The column ""SHIPMENT_MARGIN_AMOUNT"" likely represents the monetary difference between the cost and selling price of a shipment, indicating the profit earned from that shipment.
Distinct Values: 120300608.64, 23603929.05, 20515736.64, 7947837.7","120300608.64, 23603929.05, 20515736.64, 7947837.7"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,REVENUE_RANK,NUMBER,"The column ""REVENUE_RANK"" likely represents the position or standing of a particular entity (such as a product, service, or business unit) in terms of revenue generation compared to others within a specified group or category.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: REVENUE_RANK
Data Type: NUMBER
Description: The column ""REVENUE_RANK"" likely represents the position or standing of a particular entity (such as a product, service, or business unit) in terms of revenue generation compared to others within a specified group or category.
Distinct Values: 1, 2, 3, 4","1, 2, 3, 4"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_MARGIN_AMOUNT,FLOAT,"The column ""OPEN_ORDER_MARGIN_AMOUNT"" likely represents the monetary value of the profit margin for orders that have been placed but not yet fulfilled or completed.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: OPEN_ORDER_MARGIN_AMOUNT
Data Type: FLOAT
Description: The column ""OPEN_ORDER_MARGIN_AMOUNT"" likely represents the monetary value of the profit margin for orders that have been placed but not yet fulfilled or completed.
Distinct Values: 0.0, 5575531.59, 1535254.69, 289563.5","0.0, 5575531.59, 1535254.69, 289563.5"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,EARLIEST_TRANSACTION_DATE,TIMESTAMP_NTZ,"The column ""EARLIEST_TRANSACTION_DATE"" likely represents the date of the first recorded transaction for a particular account or entity.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: EARLIEST_TRANSACTION_DATE
Data Type: TIMESTAMP_NTZ
Description: The column ""EARLIEST_TRANSACTION_DATE"" likely represents the date of the first recorded transaction for a particular account or entity.
Distinct Values: 2021-05-31 00:00:00, 2021-06-04 00:00:00, 2021-09-01 00:00:00, 2022-08-29 00:00:00","2021-05-31 00:00:00, 2021-06-04 00:00:00, 2021-09-01 00:00:00, 2022-08-29 00:00:00"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,BUSINESS_FOCUS,TEXT,"The ""BUSINESS_FOCUS"" column likely represents the primary area or sector within technology solutions that the company is concentrating on or prioritizing.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: BUSINESS_FOCUS
Data Type: TEXT
Description: The ""BUSINESS_FOCUS"" column likely represents the primary area or sector within technology solutions that the company is concentrating on or prioritizing.
Distinct Values: Shipment Focused, Pipeline Focused","Shipment Focused, Pipeline Focused"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_TRANSACTIONS,NUMBER,"The column ""TOTAL_TRANSACTIONS"" likely represents the total number of transactions processed or completed within a specific period or context.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TOTAL_TRANSACTIONS
Data Type: NUMBER
Description: The column ""TOTAL_TRANSACTIONS"" likely represents the total number of transactions processed or completed within a specific period or context.
Distinct Values: 7537, 2272, 1634, 526","7537, 2272, 1634, 526"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_CUSTOMERS,NUMBER,"The ""UNIQUE_CUSTOMERS"" column likely represents the count or list of distinct customers who have engaged with or purchased from the company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_CUSTOMERS
Data Type: NUMBER
Description: The ""UNIQUE_CUSTOMERS"" column likely represents the count or list of distinct customers who have engaged with or purchased from the company.
Distinct Values: 79, 28, 36, 9","79, 28, 36, 9"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_REVENUE,FLOAT,"The ""SHIPMENT_REVENUE"" column likely represents the total income generated from the delivery of technology solutions to customers.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: SHIPMENT_REVENUE
Data Type: FLOAT
Description: The ""SHIPMENT_REVENUE"" column likely represents the total income generated from the delivery of technology solutions to customers.
Distinct Values: 705211205.0, 76730974.0, 40285471.0, 24205213.0","705211205.0, 76730974.0, 40285471.0, 24205213.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,REVENUE_PERCENTILE,FLOAT,"The column ""REVENUE_PERCENTILE"" likely represents the ranking position of a company's revenue compared to others, expressed as a percentile, indicating its relative performance within a specific dataset or market.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: REVENUE_PERCENTILE
Data Type: FLOAT
Description: The column ""REVENUE_PERCENTILE"" likely represents the ranking position of a company's revenue compared to others, expressed as a percentile, indicating its relative performance within a specific dataset or market.
Distinct Values: 100.0, 96.6, 93.1, 89.7","100.0, 96.6, 93.1, 89.7"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_SEGMENTS,NUMBER,"The ""UNIQUE_SEGMENTS"" column likely represents distinct categories or groups within the data, each identified as a separate segment.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_SEGMENTS
Data Type: NUMBER
Description: The ""UNIQUE_SEGMENTS"" column likely represents distinct categories or groups within the data, each identified as a separate segment.
Distinct Values: 12, 4, 5, 3","12, 4, 5, 3"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SALES_REP_NETWORK_RANK,NUMBER,"The column ""SALES_REP_NETWORK_RANK"" likely represents the ranking or position of a sales representative within a network based on their performance or sales metrics.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: SALES_REP_NETWORK_RANK
Data Type: NUMBER
Description: The column ""SALES_REP_NETWORK_RANK"" likely represents the ranking or position of a sales representative within a network based on their performance or sales metrics.
Distinct Values: 1, 6, 5, 10","1, 6, 5, 10"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,PARTNER_TYPE,TEXT,"The ""PARTNER_TYPE"" column likely represents the category or classification of a business partner, indicating the nature of their relationship or role within the technology solutions ecosystem.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: PARTNER_TYPE
Data Type: TEXT
Description: The ""PARTNER_TYPE"" column likely represents the category or classification of a business partner, indicating the nature of their relationship or role within the technology solutions ecosystem.
Distinct Values: Independent Partner, Corporate Partner","Independent Partner, Corporate Partner"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_COUNT,NUMBER,"The column ""OPEN_ORDER_COUNT"" likely represents the number of customer orders that are currently active and have not yet been fulfilled or completed.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: OPEN_ORDER_COUNT
Data Type: NUMBER
Description: The column ""OPEN_ORDER_COUNT"" likely represents the number of customer orders that are currently active and have not yet been fulfilled or completed.
Distinct Values: 0, 290, 104, 78","0, 290, 104, 78"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_MARGIN_AMOUNT,FLOAT,"The column ""TOTAL_MARGIN_AMOUNT"" likely represents the total profit amount earned from sales after subtracting the cost of goods sold.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TOTAL_MARGIN_AMOUNT
Data Type: FLOAT
Description: The column ""TOTAL_MARGIN_AMOUNT"" likely represents the total profit amount earned from sales after subtracting the cost of goods sold.
Distinct Values: 120300608.64, 29179460.64, 22050991.33, 7947837.7","120300608.64, 29179460.64, 22050991.33, 7947837.7"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,SHIPMENT_COST,FLOAT,"The column ""SHIPMENT_COST"" likely represents the monetary expense incurred for transporting goods or products.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: SHIPMENT_COST
Data Type: FLOAT
Description: The column ""SHIPMENT_COST"" likely represents the monetary expense incurred for transporting goods or products.
Distinct Values: 584910596.36, 53127044.95, 19769734.36, 16257375.3","584910596.36, 53127044.95, 19769734.36, 16257375.3"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_REVENUE,FLOAT,"The column ""OPEN_ORDER_REVENUE"" likely represents the total revenue expected from customer orders that have been placed but not yet fulfilled or completed.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: OPEN_ORDER_REVENUE
Data Type: FLOAT
Description: The column ""OPEN_ORDER_REVENUE"" likely represents the total revenue expected from customer orders that have been placed but not yet fulfilled or completed.
Distinct Values: 0.0, 8109491.9, 3120113.0, 1590537.0","0.0, 8109491.9, 3120113.0, 1590537.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OPEN_ORDER_COST,FLOAT,"The column ""OPEN_ORDER_COST"" likely represents the total monetary value of all customer orders that have been placed but not yet fulfilled or completed.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: OPEN_ORDER_COST
Data Type: FLOAT
Description: The column ""OPEN_ORDER_COST"" likely represents the total monetary value of all customer orders that have been placed but not yet fulfilled or completed.
Distinct Values: 0.0, 2533960.31, 1584858.31, 1300973.5","0.0, 2533960.31, 1584858.31, 1300973.5"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,AVG_REVENUE_PER_TRANSACTION,FLOAT,"The column ""AVG_REVENUE_PER_TRANSACTION"" likely represents the average amount of revenue generated from each individual transaction.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: AVG_REVENUE_PER_TRANSACTION
Data Type: FLOAT
Description: The column ""AVG_REVENUE_PER_TRANSACTION"" likely represents the average amount of revenue generated from each individual transaction.
Distinct Values: 93566.57, 37341.75, 26564.0, 46017.52","93566.57, 37341.75, 26564.0, 46017.52"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_QUANTITY,FLOAT,"The column ""TOTAL_QUANTITY"" likely represents the overall number of units or items involved in a particular transaction or order within the technology solutions offerings.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TOTAL_QUANTITY
Data Type: FLOAT
Description: The column ""TOTAL_QUANTITY"" likely represents the overall number of units or items involved in a particular transaction or order within the technology solutions offerings.
Distinct Values: 5253821.0, 684149.0, 744750.0, 1381146.0","5253821.0, 684149.0, 744750.0, 1381146.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,LATEST_TRANSACTION_DATE,TIMESTAMP_NTZ,"The ""LATEST_TRANSACTION_DATE"" column likely represents the most recent date on which a transaction occurred within the system.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: LATEST_TRANSACTION_DATE
Data Type: TIMESTAMP_NTZ
Description: The ""LATEST_TRANSACTION_DATE"" column likely represents the most recent date on which a transaction occurred within the system.
Distinct Values: 2025-05-30 00:00:00, 2025-07-11 00:00:00, 2025-07-10 00:00:00, 2025-05-20 00:00:00","2025-05-30 00:00:00, 2025-07-11 00:00:00, 2025-07-10 00:00:00, 2025-05-20 00:00:00"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,AVG_MARGIN_PER_TRANSACTION,FLOAT,"The column ""AVG_MARGIN_PER_TRANSACTION"" likely represents the average profit margin earned on each individual transaction.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: AVG_MARGIN_PER_TRANSACTION
Data Type: FLOAT
Description: The column ""AVG_MARGIN_PER_TRANSACTION"" likely represents the average profit margin earned on each individual transaction.
Distinct Values: 15961.34, 12843.07, 13495.1, 15109.96","15961.34, 12843.07, 13495.1, 15109.96"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,PERFORMANCE_TIER,TEXT,"The ""PERFORMANCE_TIER"" column likely represents the classification or level of performance capability assigned to a specific technology solution or product.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: PERFORMANCE_TIER
Data Type: TEXT
Description: The ""PERFORMANCE_TIER"" column likely represents the classification or level of performance capability assigned to a specific technology solution or product.
Distinct Values: Top Tier, High Performer","Top Tier, High Performer"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARGIN_PERCENTAGE_RANK,NUMBER,"The column ""MARGIN_PERCENTAGE_RANK"" likely represents the relative ranking of a product or solution's profit margin percentage compared to others within a specific dataset or category.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: MARGIN_PERCENTAGE_RANK
Data Type: NUMBER
Description: The column ""MARGIN_PERCENTAGE_RANK"" likely represents the relative ranking of a product or solution's profit margin percentage compared to others within a specific dataset or category.
Distinct Values: 30, 16, 5, 21","30, 16, 5, 21"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARGIN_RANK,NUMBER,"The ""MARGIN_RANK"" column likely represents the relative ranking of products or solutions based on their profit margins, indicating their profitability compared to others.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: MARGIN_RANK
Data Type: NUMBER
Description: The ""MARGIN_RANK"" column likely represents the relative ranking of products or solutions based on their profit margins, indicating their profitability compared to others.
Distinct Values: 1, 2, 3, 5","1, 2, 3, 5"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_PRODUCT_LINES,NUMBER,"The ""UNIQUE_PRODUCT_LINES"" column likely represents the distinct categories or types of technology solutions offered by the company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_PRODUCT_LINES
Data Type: NUMBER
Description: The ""UNIQUE_PRODUCT_LINES"" column likely represents the distinct categories or types of technology solutions offered by the company.
Distinct Values: 3, 2, 4","3, 2, 4"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,MARKET_SHARE_PERCENTAGE,FLOAT,"The ""MARKET_SHARE_PERCENTAGE"" column likely represents the proportion of total sales or presence that a company's products or services hold within the overall market, expressed as a percentage.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: MARKET_SHARE_PERCENTAGE
Data Type: FLOAT
Description: The ""MARKET_SHARE_PERCENTAGE"" column likely represents the proportion of total sales or presence that a company's products or services hold within the overall market, expressed as a percentage.
Distinct Values: 68.83, 8.28, 4.24, 2.36","68.83, 8.28, 4.24, 2.36"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,UNIQUE_COMMODITIES,NUMBER,"The column ""UNIQUE_COMMODITIES"" likely represents a list or count of distinct technology products or components offered by the company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: UNIQUE_COMMODITIES
Data Type: NUMBER
Description: The column ""UNIQUE_COMMODITIES"" likely represents a list or count of distinct technology products or components offered by the company.
Distinct Values: 22, 8, 16, 10","22, 8, 16, 10"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,OVERALL_MARGIN_PERCENTAGE,FLOAT,"The ""OVERALL_MARGIN_PERCENTAGE"" column likely represents the percentage difference between the total revenue and total costs, indicating the overall profitability of the technology solutions offered.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: OVERALL_MARGIN_PERCENTAGE
Data Type: FLOAT
Description: The ""OVERALL_MARGIN_PERCENTAGE"" column likely represents the percentage difference between the total revenue and total costs, indicating the overall profitability of the technology solutions offered.
Distinct Values: 17.06, 34.39, 50.8, 32.84","17.06, 34.39, 50.8, 32.84"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TOTAL_COST_TO_COMPANY,FLOAT,"The column ""TOTAL_COST_TO_COMPANY"" likely represents the overall expenses incurred by the company for employing an individual, including salary, benefits, and other related costs.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TOTAL_COST_TO_COMPANY
Data Type: FLOAT
Description: The column ""TOTAL_COST_TO_COMPANY"" likely represents the overall expenses incurred by the company for employing an individual, including salary, benefits, and other related costs.
Distinct Values: 584910596.36, 55661005.26, 21354592.67, 16257375.3","584910596.36, 55661005.26, 21354592.67, 16257375.3"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,"The ""REPORT_GENERATED_DATE"" column likely represents the date on which a specific report was created or produced.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: REPORT_GENERATED_DATE
Data Type: TIMESTAMP_LTZ
Description: The ""REPORT_GENERATED_DATE"" column likely represents the date on which a specific report was created or produced.
Distinct Values: 2025-07-14 20:31:40.913000+00:00",2025-07-14 20:31:40.913000+00:00
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI3_REP_LEADER_BOARD,TRANSACTION_COUNT_RANK,NUMBER,"The column ""TRANSACTION_COUNT_RANK"" likely represents the position or order of a transaction based on the frequency or number of transactions, ranking them from highest to lowest or vice versa.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI3_REP_LEADER_BOARD
Column: TRANSACTION_COUNT_RANK
Data Type: NUMBER
Description: The column ""TRANSACTION_COUNT_RANK"" likely represents the position or order of a transaction based on the frequency or number of transactions, ranking them from highest to lowest or vice versa.
Distinct Values: 1, 2, 3, 9","1, 2, 3, 9"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,PRODUCT_LINE__C,TEXT,"The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology solutions, such as high-performance computing, memory solutions, or LED solutions, that a particular product belongs to.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON
Column: PRODUCT_LINE__C
Data Type: TEXT
Description: The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology solutions, such as high-performance computing, memory solutions, or LED solutions, that a particular product belongs to.
Distinct Values: FLASH",FLASH
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,FISCAL_QUARTER,TEXT,"The column ""FISCAL_QUARTER"" likely represents the specific three-month period within a company's financial year during which business activities and financial performance are tracked and reported.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON
Column: FISCAL_QUARTER
Data Type: TEXT
Description: The column ""FISCAL_QUARTER"" likely represents the specific three-month period within a company's financial year during which business activities and financial performance are tracked and reported.
Distinct Values: 2025-Q4, 2026-Q1","2025-Q4, 2026-Q1"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,BOOKING_DAY_OF_WEEK,NUMBER,"The column ""BOOKING_DAY_OF_WEEK"" likely represents the specific day of the week on which a booking was made.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON
Column: BOOKING_DAY_OF_WEEK
Data Type: NUMBER
Description: The column ""BOOKING_DAY_OF_WEEK"" likely represents the specific day of the week on which a booking was made.
Distinct Values: 0",0
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,TRANSACTION_NAME,TEXT,"The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offerings.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON
Column: TRANSACTION_NAME
Data Type: TEXT
Description: The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offerings.
Distinct Values: 0003781975-000010, 0003781977-000010, 0003781974-000010, 0003781976-000010","0003781975-000010, 0003781977-000010, 0003781974-000010, 0003781976-000010"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON,DIVISION,TEXT,"The ""DIVISION"" column likely represents the specific business unit or sector within the company that is responsible for a particular technology solution or service.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI4_BOOKING_REVENUE_BY_SALESPERSON
Column: DIVISION
Data Type: TEXT
Description: The ""DIVISION"" column likely represents the specific business unit or sector within the company that is responsible for a particular technology solution or service.
Distinct Values: 80",80
